"Mastering the Requirements Process : Getting Requirements Right","If the purpose is to create one of the best books on requirements yet written, the authors have succeeded. -Capers Jones Software can solve almost any problem. The trick is knowing what the problem is. With about half of all software errors originating in the requirements activity, it is clear that a better understanding of the problem is needed. Getting the requirements right is crucial if we are to build systems that best meet our needs. We know, beyond doubt, that the right requirements produce an end result that is as innovative and beneficial as it can be, and that system development is both effective and efficient. Mastering the Requirements Process: Getting Requirements Right, Third Edition, sets out an industry-proven process for gathering and verifying requirements, regardless of whether you work in a traditional or agile development environment. In this sweeping update of the bestselling guide, the authors show how to discover precisely what the customer wants and needs, in the most efficient manner possible. Features include The Volere requirements process for discovering requirements, for use with both traditional and iterative environments A specification template that can be used as the basis for your own requirements specifications Formality guides that help you funnel your efforts into only the requirements work needed for your particular development environment and project How to make requirements testable using fit criteria Checklists to help identify stakeholders, users, non-functional requirements, and more Methods for reusing requirements and requirements patterns New features include Strategy guides for different environments, including outsourcing Strategies for gathering and implementing requirements for iterative releases ""Thinking above the line"" to find the real problem How to move from requirements to finding the right solution The Brown Cow model for clearer viewpoints of the system Using story cards as requirements Using the Volere Knowledge Model to help record and communicate requirements Fundamental truths about requirements and system development",53.84,Hardback,7.4,9.5,1.4,2012,9780321815743.jpg
"Introducing Ethereum and Solidity : Foundations of Cryptocurrency and Blockchain Programming for Beginners","Learn how to use Solidity and the Ethereum project - second only to Bitcoin in market capitalization. Blockchain protocols are taking the world by storm, and the Ethereum project, with its Turing-complete scripting language Solidity, has rapidly become a front-runner. This book presents the blockchain phenomenon in context; then situates Ethereum in a world pioneered by Bitcoin.See why professionals and non-professionals alike are honing their skills in smart contract patterns and distributed application development. You'll review the fundamentals of programming and networking, alongside its introduction to the new discipline of crypto-economics. You'll then deploy smart contracts of your own, and learn how they can serve as a back-end for JavaScript and HTML applications on the Web.Many Solidity tutorials out there today have the same flaw: they are written for ""advanced"" JavaScript developers who want to transfer their skills to a blockchain environment. Introducing Ethereum and Solidity is accessible to technology professionals and enthusiasts of all levels. You'll find exciting sample code that can move forward real world assets in both the academic and the corporate arenas. Find out now why this book is a powerful gateway for creative technologists of all types, from concept to deployment.What You'll LearnSee how Ethereum (and other cryptocurrencies) workCompare distributed apps (dapps) to web appsWrite Ethereum smart contracts in Solidity Connect Ethereum smart contracts to your HTML/CSS/JavaScript web applicationsDeploy your own dapp, coin, and blockchainWork with basic and intermediate smart contractsWho This Book Is For Anyone who is curious about Ethereum or has some familiarity with computer science Product managers, CTOs, and experienced JavaScript programmers Experts will find the advanced sample projects in this book rewarding because of the power of Solidity",28.59,Paperback,6.1,9.25,0.45,2017,9781484225349.jpg
"C Programming Absolute Beginner's Guide","Updated for C11 Write powerful C programs...without becoming a technical expert! This book is the fastest way to get comfortable with C, one incredibly clear and easy step at a time. You'll learn all the basics: how to organize programs, store and display data, work with variables, operators, I/O, pointers, arrays, functions, and much more. C programming has neverbeen this simple! Who knew how simple C programming could be? This is today's best beginner's guide to writing C programs-and to learning skills you can use with practically any language. Its simple, practical instructions will help you start creating useful, reliable C code, from games to mobile apps. Plus, it's fully updated for the new C11 standard and today's free, open source tools! Here's a small sample of what you'll learn: * Discover free C programming tools for Windows, OS X, or Linux * Understand the parts of a C program and how they fit together * Generate output and display it on the screen * Interact with users and respond to their input * Make the most of variables by using assignments and expressions * Control programs by testing data and using logical operators * Save time and effort by using loops and other techniques * Build powerful data-entry routines with simple built-in functions * Manipulate text with strings * Store information, so it's easy to access and use * Manage your data with arrays, pointers, and data structures * Use functions to make programs easier to write and maintain * Let C handle all your program's math for you * Handle your computer's memory as efficiently as possible * Make programs more powerful with preprocessing directives",21.72,Paperback,6.93,09.06,0.87,2013,9780789751980.jpg
"Violent Python : A Cookbook for Hackers, Forensic Analysts, Penetration Testers and Security Engineers","Violent Python shows you how to move from a theoretical understanding of offensive computing concepts to a practical implementation. Instead of relying on another attacker's tools, this book will teach you to forge your own weapons using the Python programming language. This book demonstrates how to write Python scripts to automate large-scale network attacks, extract metadata, and investigate forensic artifacts. It also shows how to write code to intercept and analyze network traffic using Python, craft and spoof wireless frames to attack wireless and Bluetooth devices, and how to data-mine popular social media websites and evade modern anti-virus.",33.52,Paperback,7.6,9.2,0.8,2012,9781597499576.jpg
"Hacker's Delight","In Hacker's Delight, Second Edition, Hank Warren once again compiles an irresistible collection of programming hacks: timesaving techniques, algorithms, and tricks that help programmers build more elegant and efficient software, while also gaining deeper insights into their craft. Warren's hacks are eminently practical, but they're also intrinsically interesting, and sometimes unexpected, much like the solution to a great puzzle. They are, in a word, a delight to any programmer who is excited by the opportunity to improve. Extensive additions in this edition include A new chapter on cyclic redundancy checking (CRC), including routines for the commonly used CRC-32 code A new chapter on error correcting codes (ECC), including routines for the Hamming code More coverage of integer division by constants, including methods using only shifts and adds Computing remainders without computing a quotient More coverage of population count and counting leading zeros Array population count New algorithms for compress and expand An LRU algorithm Floating-point to/from integer conversions Approximate floating-point reciprocal square root routine A gallery of graphs of discrete functions Now with exercises and answers",41.32,Hardback,6.3,9.2,1.2,2012,9780321842688.jpg
"BPMN Method and Style, 2nd Edition, with BPMN Implementer's Guide : A Structured Approach for Business Process Modeling and Implementation Using BPMN 2.0",,35.93,Paperback,7.4,9.1,0.7,2011,9780982368114.jpg
"Android Programming : The Big Nerd Ranch Guide","Android Programming: The Big Nerd Ranch Guide is an introductory Android book for programmers with Java experience. Based on Big Nerd Ranch's popular Android bootcamps, this guide will lead you through the wilderness using hands-on example apps combined with clear explanations of key concepts and APIs. This book focuses on practical techniques for developing apps compatible with Android 4.4 (KitKat) through Android 7.0 (Nougat) and beyond.Write and run code every step of the way, using Android Studio to create apps that integrate with other apps, download and display pictures from the web, play sounds, and more. Each chapter and app has been designed and tested to provide the knowledge and experience you need to get started in Android development.",33.06,Paperback,07.05,10.08,1.69,2017,9780134706054.jpg
"Kubernetes - Up and Running","Legend has it that Google deploys over two billion application containers a week. How's that possible? Google revealed the secret through a project called Kubernetes, an open source cluster orchestrator (based on its internal Borg system) that radically simplifies the task of building, deploying, and maintaining scalable distributed systems in the cloud. This practical guide shows you how Kubernetes and container technology can help you achieve new levels of velocity, agility, reliability, and efficiency. Authors Kelsey Hightower, Brendan Burns, and Joe Beda-who've worked on Kubernetes at Google and other organizatons-explain how this system fits into the lifecycle of a distributed application. You will learn how to use tools and APIs to automate scalable distributed systems, whether it is for online services, machine-learning applications, or a cluster of Raspberry Pi computers. Explore the distributed system challenges that Kubernetes addresses Dive into containerized application development, using containers such as Docker Create and run containers on Kubernetes, using the docker image format and container runtime Explore specialized objects essential for running applications in production Reliably roll out new software versions without downtime or errors Get examples of how to develop and deploy real-world applications in Kubernetes",21.34,Paperback,7.13,9.13,0.43,2017,9781491935675.jpg
"Programming Arduino Next Steps: Going Further with Sketches","Take your Arduino skills to the next level! In this practical guide, electronics guru Simon Monk takes you under the hood of Arduino and reveals professional programming secrets. Featuring coverage of the Arduino Uno, Leonardo, and Due boards, Programming Arduino Next Steps: Going Further with Sketches shows you how to use interrupts, manage memory, program for the Internet, maximize serial communications, perform digital signal processing, and much more. All of the 75+ example sketches featured in the book are available for download. Learn advanced Arduino programming techniques, including how to:Use hardware and timer interrupts Boost performance and speed by writing time-efficient sketches Minimize power consumption and memory usage Interface with different types of serial busses, including I2C, 1-Wire, SPI, and TTL Serial Use Arduino with USB, including the keyboard and mouse emulation features of the Leonardo and Due boards Program Arduino for the Internet Perform digital signal processing Accomplish more than one task at a time-without multi-threading Create and release your own code library",12.26,Paperback,5.43,8.35,0.71,2014,9780071830256.jpg
"Agile Software Requirements : Lean Requirements Practices for Teams, Programs, and the Enterprise","We need better approaches to understanding and managing software requirements, and Dean provides them in this book. He draws ideas from three very useful intellectual pools: classical management practices, Agile methods, and lean product development. By combining the strengths of these three approaches, he has produced something that works better than any one in isolation.-From the Foreword by Don Reinertsen, President of Reinertsen & Associates; author of Managing the Design Factory; and leading expert on rapid product developmentEffective requirements discovery and analysis is a critical best practice for serious application development. Until now, however, requirements and Agile methods have rarely coexisted peacefully. For many enterprises considering Agile approaches, the absence of effective and scalable Agile requirements processes has been a showstopper for Agile adoption. In Agile Software Requirements, Dean Leffingwell shows exactly how to create effective requirements in Agile environments. Part I presents the ""big picture"" of Agile requirements in the enterprise, and describes an overall process model for Agile requirements at the project team, program, and portfolio levelsPart II describes a simple and lightweight, yet comprehensive model that Agile project teams can use to manage requirementsPart III shows how to develop Agile requirements for complex systems that require the cooperation of multiple teamsPart IV guides enterprises in developing Agile requirements for ever-larger ""systems of systems,"" application suites, and product portfoliosThis book will help you leverage the benefits of Agile without sacrificing the value of effective requirements discovery and analysis. You'll find proven solutions you can apply right now-whether you're a software developer or tester, executive, project/program manager, architect, or team leader.",35.1,Hardback,7.6,9.2,1.4,2011,9780321635846.jpg
"Terraria: Crafting and Construction Handbook","This second official handbook goes even deeper into the world of Terraria . . . literally!This essential guide will show you mining techniques for different terrains, almost 150 block types to build with and how to craft hundreds of different tools to help create your world. The Ultimate Survival Handbook showed you the basics, but there's so much more to explore! Here's what some of the top Terraria players on YouTube had to say about The Ultimate Survival Handbook:""This is a super-sick book! It's chock-full of information!""Pedguin""It really does have everything you could possibly need!""Python",8.82,Hardback,06.02,8.11,0.43,2017,9780141369907.jpg
"The Passionate Programmer : Creating a Remarkable Career in Software Development","Success in today's IT environment requires you to view your career as a business endeavor. In this book, you'll learn how to become an entrepreneur, driving your career in the direction of your choosing. You'll learn how to build your software development career step by step, following the same path that you would follow if you were building, marketing, and selling a product. After all, your skills themselves are a product. The choices you make about which technologies to focus on and which business domains to master have at least as much impact on your success as your technical knowledge itself; don't let those choices be accidental. We'll walk through all aspects of the decision-making process, so you can ensure that you're investing your time and energy in the right areas. You'll develop a structured plan for keeping your mind engaged and your skills fresh. You'll learn how to assess your skills in terms of where they fit on the value chain, driving you away from commodity skills and toward those that are in high demand. Through a mix of high-level, thought-provoking essays and tactical 'Act on It' sections, you will come away with concrete plans you can put into action immediately. You'll also get a chance to read the perspectives of several highly successful members of our industry from a variety of career paths. As with any product or service, if nobody knows what you're selling, nobody will buy. We'll walk through the often-neglected world of marketing, and you'll create a plan to market yourself both inside your company and to the industry in general. Above all, you'll see how you can set the direction of your career, leading to a more fulfilling and remarkable professional life.",15.79,Paperback,6,8.9,0.7,2009,9781934356340.jpg
"Beginning C++ Through Game Programming","BEGINNING C++ THROUGH GAME PROGRAMMING, THIRD EDITION approaches learning C++ from the unique and fun perspective of games. Written for the beginning game developer or programmer, the book assumes no previous programming experience and each new skill and concept is taught using simple language and step-by-step instructions. Readers will complete small projects in each chapter to reinforce what they've learned and a final project at the end combines all of the major topics covered in the book. Featuring twenty five percent new material, this third edition covers all the latest technology and advances.",38.8,Paperback,7.2,9,1.1,2010,9781435457423.jpg
"The Official Scratch Jr. Book","ScratchJr is a free, introductory computer programming language that runs on iPads, Android tablets, Amazon tablets, and Chromebooks. Inspired by Scratch, the wildly popular programming language used by millions of children worldwide, ScratchJr helps even younger kids create their own playful animations, interactive stories, and dynamic games. The Official ScratchJr Book is the perfect companion to this free app and makes coding easy and fun for all. Kids learn to program by connecting blocks of code to make characters move, jump, dance, and sing. Each chapter includes several activities that build on one another, culminating in a fun final project. These hands-on activities help kids develop computational-thinking, problem-solving, and design skills. In each activity, you'll find: -Step-by-step, easy-to-follow directions -Ways to connect the activity with literacy and math concepts -Tips for grown-ups and teachers -Creative challenges to take the learning further By the end of the book, kids will be ready for all sorts of new programming adventures! The ScratchJr app now supports English, Spanish, Catalan, Dutch, French, Italian, and Thai.",14.81,Paperback,07.01,9.21,0.4,2015,9781593276713.jpg
"Lessons Learned in Software Testing : A Context-Driven Approach","Decades of software testing experience condensed into the most important lessons learned. The world's leading software testing experts lend you their wisdom and years of experience to help you avoid the most common mistakes in testing software. Each lesson is an assertion related to software testing, followed by an explanation or example that shows you the how, when, and why of the testing lesson. More than just tips, tricks, and pitfalls to avoid, Lessons Learned in Software Testing speeds you through the critical testing phase of the software development project without the extensive trial and error it normally takes to do so. The ultimate resource for software testers and developers at every level of expertise, this guidebook features: â Over 200 lessons gleaned from over 30 years of combined testing experience â Tips, tricks, and common pitfalls to avoid by simply reading the book rather than finding out the hard way â Lessons for all key topic areas, including test design, test management, testing strategies, and bug reporting â Explanations and examples of each testing trouble spot help illustrate each lesson's assertion",24.37,Paperback,7.5,9.2,0.8,2001,9780471081128.jpg
"Excel 2010 Power Programming with VBA","All the methods and tools you need to successfully program with ExcelJohn Walkenbach's name is synonymous with excellence in computer books that decipher complex technical topics. With this comprehensive guide, ""Mr. Spreadsheet"" shows you how to maximize your Excel experience using professional spreadsheet application development tips from his own personal bookshelf.Featuring a complete introduction to Visual Basic for Applications and fully updated for the new features of Excel 2010, this essential reference includes an analysis of Excel application development and is packed with procedures, tips, and ideas for expanding Excel's capabilities with VBA. * Offers an analysis of Excel application development and a complete introduction to Visual Basic for Applications (VBA) * Features invaluable advice from ""Mr. Spreadsheet"" himself (bestselling author John Walkenbach), who demonstrates all the techniques you need to create large and small Excel applications * Provides tips, tricks, and techniques for expanding Excel's capabilities with VBA that you won't find anywhere else * Includes a CD with templates and worksheets from the bookThis power-user's guide is packed with procedures, tips, and ideas for expanding Excel's capabilities with VBA. Note: CD-ROM/DVD and other supplementary materials are not included as part of eBook file.",29.39,CD-ROM,7.56,9.13,2.44,2010,9780470475355.jpg
"R in Action","ã DESCRIPTION R is a powerful language for statistical computing and graphics that can handle virtually any data-crunching task. It runs on all important platforms and provides thousands of useful specialized modules and utilities. This makes R a great way to get meaningful information from mountains of raw data. R in Action, Second Edition is language tutorial focused on practical problems. Written by a research methodologist, it takes a direct and modular approach to quickly give readers the information they need to produce useful results. Focusing on realistic data analyses and a comprehensive integration of graphics, it follows the steps that real data analysts use to acquire their data, get it into shape, analyze it, and produce meaningful results that they can provide to clients. RETAIL SELLING POINTS Step-by-step guide to practical data analysis Gives quick access to the R language Written by seasoned researcher Uses over 130 graphics AUDIENCE This book is for social scientists, medical and pharmaceutical researchers, professors and students in quantitative fields, data analysts, data mining specialists, and statistical programmers who have a sense of what they want to do, but not how to do it in R. ABOUT THE TECHNOLOGY R is a powerful language for statistical computing and graphics that can handle virtually any data-crunching task. It runs on all important platforms and provides thousands of useful specialized modules and",31.95,Paperback,7.3,9.2,1.5,2015,9781617291388.jpg
"The Agile Samurai : How Agile Masters Deliver Great Software","Get ready to kick some software project butt. Enter the world of the agile samurai, where the most dire of software project situations are dispatched with ease and grace. By learning the ways of the agile samurai you will discover: * how to create plans and schedules your customer and your team can believe in * what characteristics make a good agile team and how to form your own * how to gather requirements in a fraction of the time using agile user stories * what to do when you discover your schedule is wrong, and how to look like a pro correcting it * how to execute fiercely by leveraging the power of the agile software engineering practices By the end of this book you will know everything you need to set up, execute, and successfully deliver agile projects. If you're a project lead, this book gives you the tools to set up and lead your agile project from start to finish. If you are an analyst, programmer, tester, usability designer, or project manager, this book gives you the insight and foundation necessary to become a valuable agile team member. Packed with best practices, war stories, and hands-on tutorial exercises, The Agile Samurai slices away the fluff and theory that make other books un-agile. This book will make a difference.",22.09,Paperback,7.4,8.9,0.94,2010,9781934356586.jpg
"The Ruby Programming Language","The Ruby Programming Language is the authoritative guide to Ruby and provides comprehensive coverage of versions 1.8 and 1.9 of the language. It was written (and illustrated!) by an all-star team: * David Flanagan, bestselling author of programming language ""bibles"" (including JavaScript: The Definitive Guide and Java in a Nutshell) and committer to the Ruby Subversion repository. * Yukihiro ""Matz"" Matsumoto, creator, designer and lead developer of Ruby and author of Ruby in a Nutshell, which has been expanded and revised to become this book. * why the lucky stiff, artist and Ruby programmer extraordinaire. This book begins with a quick-start tutorial to the language, and then explains the language in detail from the bottom up: from lexical and syntactic structure to datatypes to expressions and statements and on through methods, blocks, lambdas, closures, classes and modules. The book also includes a long and thorough introduction to the rich API of the Ruby platform, demonstrating -- with heavily-commented example code -- Ruby's facilities for text processing, numeric manipulation, collections, input/output, networking, and concurrency. An entire chapter is devoted to Ruby's metaprogramming capabilities. The Ruby Programming Language documents the Ruby language definitively but without the formality of a language specification. It is written for experienced programmers who are new to Ruby, and for current Ruby programmers who want to challenge their understanding and increase their mastery of the language.",23.85,Paperback,7,9.1,1.2,2008,9780596516178.jpg
"C++ Templates : The Complete Guide","For years, C++ Templates has been the ""bible"" of templates: no other guide has compared in comprehensiveness, depth, or accuracy. Now, three world-class C++ experts have thoroughly updated this classic reference and tutorial for the new C++1x standards and the language's many new features and capabilities. David Vandevoorde, Nicolai M. Josuttis, and Doug Gregor have revised the book's previous coverage to reflect newer ideas, while adding extensive coverage of modern template-related topics such as lambdas, inline namespaces, and user-defined literals. Throughout, they carefully retain the features that made the original C++ Templates so successful: its plethora of small, illustrative examples; its clear explanations of crucial details ignored elsewhere; and its illumination of non-template issues that turn out to be more relevant than many developers expect.",52.46,Hardback,7.68,9.41,1.93,2017,9780321714121.jpg
"Engineering Mathematics","The best-selling introductory mathematics textbook for students on science and engineering degree and pre-degree courses. Sales stand at more than half a million copies world-wide. Its unique programmed approach takes students through the mathematics they need in a step-by-step fashion with a wealth of examples and exercises. The text demands that students engage with it by asking them to complete steps that they should be able to manage from previous examples or knowledge they have acquired, while carefully introducing new steps. By working with the authors through the examples, students become proficient as they go. By the time they come to trying examples on their own, confidence is high. Aimed at undergraduates on Foundation and First Year degree programmes in all Engineering disciplines and Science. The Foundation section covers mathematics from GCSE onwards to allow for revision and gap-filling, and so means the book can be used for a range of abilities and all levels of access.",67.95,Paperback,8.5,10.87,1.81,2013,9781137031204.jpg
"Information Architecture, 4e","Information architecture (IA) is far more challenging-and necessary-than ever. With the glut of information available today, anything your organization wants to share should be easy to find, navigate, and understand. But the experience you provide has to be familiar and coherent across multiple interaction channels, from the Web to smartphones, smartwatches, and beyond. To guide you through this broad ecosystem, this popular guide-now in its fourth edition-provides essential concepts, methods, and techniques for digital design that have withstood the test of time. UX designers, product managers, developers, and anyone involved in digital design will learn how to create semantic structures that will help people engage with your message. This book includes: An overview of IA and the problems it solves for creating effective digital products and services A deep dive into IA components, including organization, labeling, navigation, search, and metadata Processes and methods that take you from research to strategy, design, and IA implementation",28.87,Paperback,6.14,09.06,0.94,2015,9781491911686.jpg
"Scratch Programming in Easy Steps : Covers Versions 2 and 1.4","Scratch Programming in Easy Steps introduces readers to Scratch, a programming language that is widely used on the Raspberry Pi. Using Scratch's highly visual interface, you'll learn how to make games and animations. Along the way, you'll learn about some important ideas that underpin most programming languages. The book includes examples of games and techniques that readers are invited to customize and build on to make their own programs, and begins with a foreword by Mitchel Resnick, Professor of Learning Research at the MIT Media Lab, which created Scratch. Scratch makes it easy to create your own games, animations, music, art or applications. It's the perfect way to learn programming because it takes away a lot of the complexity. That means you can focus on having great ideas and bringing them to life. This book is an in-depth guide to both the new web-based Scratch 2.0, and Scratch 1.4, as used on the Raspberry Pi. With no prior knowledge needed, this book takes you from scratch to Scratcher!",12,Paperback,7.24,8.98,0.71,2013,9781840786125.jpg
"Deluxe : How Luxury Lost Its Luster","Once luxury was available only to the rarefied and aristocratic world of old money and royalty. It offered a history of tradition, superior quality, and a pampered buying experience. Today, however, luxury is simply a product packaged and sold by multibillion-dollar global corporations focused on growth, visibility, brand awareness, advertising, and, above all, profits. Award-winning journalist Dana Thomas digs deep into the dark side of the luxury industry to uncover all the secrets that Prada, Gucci, and Burberry don't want us to know. Deluxe is an uncompromising look behind the glossy facade that will enthrall anyone interested in fashion, finance, or culture.",13.62,Paperback,5.43,8.43,0.87,2008,9780143113706.jpg
"Getting Real: The Smarter, Faster, Easier Way to Build a Successful Web Application","Getting Real details the business, design, programming, and marketing principles of 37signals. The book is packed with keep-it-simple insights, contrarian points of view, and unconventional approaches to software design. This is not a technical book or a design tutorial, it's a book of ideas. Anyone working on a web app - including entrepreneurs, designers, programmers, executives, or marketers - will find value and inspiration in this book. 37signals used the Getting Real process to launch five successful web-based applications (Basecamp, Campfire, Backpack, Writeboard, Ta-da List), and Ruby on Rails, an open-source web application framework, in just two years with no outside funding, no debt, and only 7 people (distributed across 7 time zones). Over 500,000 people around the world use these applications to get things done. Now you can find out how they did it and how you can do it too. It's not as hard as you think if you Get Real.",22.4,Paperback,6,8.9,0.6,2011,9780578012810.jpg
"Domain-Driven Design : Tackling Complexity in the Heart of Software","Eric Evans has written a fantastic book on how you can make the design of your software match your mental model of the problem domain you are addressing. His book is very compatible with XP. It is not about drawing pictures of a domain; it is about how you think of it, the language you use to talk about it, and how you organize your software to reflect your improving understanding of it. Eric thinks that learning about your problem domain is as likely to happen at the end of your project as at the beginning, and so refactoring is a big part of his technique. ""The book is a fun read. Eric has lots of interesting stories, and he has a way with words. I see this book as essential reading for software developers-it is a future classic."" -Ralph Johnson, author of Design Patterns ""If you don't think you are getting value from your investment in object-oriented programming, this book will tell you what you've forgotten to do. ""Eric Evans convincingly argues for the importance of domain modeling as the central focus of development and provides a solid framework and set of techniques for accomplishing it. This is timeless wisdom, and will hold up long after the methodologies du jour have gone out of fashion."" -Dave Collins, author of Designing Object-Oriented User Interfaces ""Eric weaves real-world experience modeling-and building-business applications into a practical, useful book. Written from the perspective of a trusted practitioner, Eric's descriptions of ubiquitous language, the benefits of sharing models with users, object life-cycle management, logical and physical application structuring, and the process and results of deep refactoring are major contributions to our field."" -Luke Hohmann, author of Beyond Software Architecture ""This book belongs on the shelf of every thoughtful software developer.""-Kent Beck ""What Eric has managed to capture is a part of the design process that experienced object designers have always used, but that we have been singularly unsuccessful as a group in conveying to the rest of the industry. We've given away bits and pieces of this knowledge...but we've never organized and systematized the principles of building domain logic. This book is important."" -Kyle Brown, author of Enterprise Java (TM) Programming with IBM (R) WebSphere (R) The software development community widely acknowledges that domain modeling is central to software design. Through domain models, software developers are able to express rich functionality and translate it into a software implementation that truly serves the needs of its users. But despite its obvious importance, there are few practical resources that explain how to incorporate effective domain modeling into the software development process. Domain-Driven Design fills that need. This is not a book about specific technologies. It offers readers a systematic approach to domain-driven design, presenting an extensive set of design best practices, experience-based techniques, and fundamental principles that facilitate the development of software projects facing complex domains. Intertwining design and development practice, this book incorporates numerous examples based on actual projects to illustrate the application of domain-driven design to real-world software development. Readers learn how to use a domain model to make a complex development effort more focused and dynamic. A core of best practices and standard patterns provides a common language for the development team. A shift in emphasis-refactoring not just the code but the model underlying the code-in combination with the frequent iterations of Agile development leads to deeper insight into domains and enhanced communication between domain expert and programmer. Domain-Driven Design then builds on this foundation, and addresses modeling and design for complex systems and larger organizations.Specific topics covered include: Getting all team members to speak the same language Connecting model and implementation more deeply Sharpening key distinctions in a model Managing the lifecycle of a domain object Writing domain code that is safe to combine in elaborate ways Making complex code obvious and predictable Formulating a domain vision statement Distilling the core of a complex domain Digging out implicit concepts needed in the model Applying analysis patterns Relating design patterns to the model Maintaining model integrity in a large system Dealing with coexisting models on the same project Organizing systems with large-scale structures Recognizing and responding to modeling breakthroughs With this book in hand, object-oriented developers, system analysts, and designers will have the guidance they need to organize and focus their work, create rich and useful domain models, and leverage those models into quality, long-lasting software implementations.",47.53,Hardback,7.3,9.5,1.4,2003,9780321125217.jpg
"Web Design with HTML, CSS, JavaScript and jQuery Set","A two-book set for web designers and front-end developers This two-book set combines the titles HTML & CSS: Designing and Building Web Sites and JavaScript & jQuery: Interactive Front-End Development. Together these two books form an ideal platform for anyone who wants to master HTML and CSS before stepping up to JavaScript and jQuery. HTML & CSS covers structure, text, links, images, tables, forms, useful options, adding style with CSS, fonts, colors, thinking in boxes, styling lists and tables, layouts, grids, and even SEO, Google analytics, ftp, and HTML5. JavaScript & jQuery offers an excellent combined introduction to these two technologies using a clear and simple visual approach using diagrams, infographics, and photographs. A handy two-book set that uniquely combines related technologiesHighly visual format and accessible language makes these books highly effective learning toolsPerfect for beginning web designers and front-end developers",46.02,Hardback,7.8,9.6,2.8,2014,9781119038634.jpg
"Computer Coding Games for Kids : A Step-by-Step Visual Guide to Building Your Own Computer Games","Get coding and build your own computer games with this simple visual guide, which makes coding for kids a doddle. Just follow the numbered steps to build eight crazy games with the Scratch programming language.Create single and multiplayer games, platformers, mazes, brainteasers, races, and more. All you need is a desktop or laptop computer and an internet connection to download Scratch. Essential coding and computer science concepts are explained along the way as you build, test, and customize each game.As well as teaching beginners how to code in Scratch, the book supports STEM education goals by showing readers how to plan and design projects, test and improve prototypes, reason logically, communicate ideas, and think creatively - all while creating games to play with friends and family.DK's computer coding books are full of fun exercises with expert guidance, making them the perfect introductory tools for building vital skills in computer programming.",15.24,Paperback,7.91,9.29,0.59,2015,9780241209738.jpg
"Blockchain Basics : A Non-Technical Introduction in 25 Steps","In 25 concise steps, you will learn the basics of blockchain technology. No mathematical formulas, program code, or computer science jargon are used. No previous knowledge in computer science, mathematics, programming, or cryptography is required. Terminology is explained through pictures, analogies, and metaphors.This book bridges the gap that exists between purely technical books about the blockchain and purely business-focused books. It does so by explaining both the technical concepts that make up the blockchain and their role in business-relevant applications.What You'll LearnWhat the blockchain isWhy it is needed and what problem it solvesWhy there is so much excitement about the blockchain and its potentialMajor components and their purposeHow various components of the blockchain work and interactLimitations, why they exist, and what has been done to overcome themMajor application scenariosWho This Book Is For Everyone who wants to get a general idea of what blockchain technology is, how it works, and how it will potentially change the financial system as we know it",17.34,Paperback,6.1,9.25,0.58,2017,9781484226032.jpg
"The Mood Cure : The 4-Step Program to Take Charge of Your Emotions--Today","Are you a part of the bad mood epidemic? Here are the answers you've been looking for! Julia Ross's plan provides a natural cure for your mood. Drawing on thirty years of experience, she presents breakthrough solutions to overcoming depression, anxiety, irritability, stress, and other negative emotional states that are diminishing the quality of our lives. Her comprehensive program is based on the use of four mood-building amino acids and other surprisingly potent nutrient supplements, plus a diet rich in good-mood foods such as protein, healthy fat, and certain key vegetables. Including an individualized mood-type questionnaire, The Mood Cure has all the tools to help you get started today and feel better tomorrow.",12.42,Paperback,5.2,7.9,1,2004,9780142003640.jpg
"Programming in C","Programming in C will teach you how to write programs in the C programming language. Whether you're a novice or experienced programmer, this book will provide you with a clear understanding of this language, which is the foundation for many object-oriented programming languages such as C++, Objective-C, C#, and Java. This book teaches C by example, with complete C programs used to illustrate each new concept along the way. Stephen Kochan provides step-by-step explanations for all C functions. You will learn both the language fundamentals and good programming practices. Exercises at the end of each chapter make the book ideally suited for classroom use or for self-instruction. All the features of the C language are covered in this book, including the latest additions added with the C11 standard. Appendixes provide a detailed summary of the language and the standard C library, both organized for quick reference. ""Absolutely the best book for anyone starting out programming in C. This is an excellent introductory text with frequent examples and good text....This is the book I used to learn C-it's a great book."" -Vinit S. Carpenter, Learn C/C++ Today",30.05,Paperback,7,8.9,1.3,2014,9780321776419.jpg
